Name,URL,"Price, rub",Year,KmAge,Engine,GearBox,CarType,Place
LADA (ВАЗ) 2109,https://auto.ru/cars/used/sale/vaz/2109/1116421849-c2a03042/?from=searchline,60000,2000,136000,1.1 л/54л.с./Бензин,механика,хэтчбек 5 дв.,Октябрьский (160км отУфы)
LADA (ВАЗ) 2110 Богдан,https://auto.ru/cars/used/sale/vaz/2110/1116421798-33376f2b/?from=searchline,170000,2006,182000,1.6 л/89л.с./Бензин,механика,седан,Благовещенск
LADA (ВАЗ) 2109,https://auto.ru/cars/used/sale/vaz/2109/1116419110-6b7433c9/?from=searchline,50000,1996,72000,1.3 л/64л.с./Бензин,механика,хэтчбек 5 дв.,Белебей (130км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116418496-a7feaa38/?from=searchline,150000,2010,181000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Ильино-Поляна
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116415559-7cac722b/?from=searchline,100000,2006,290000,1.6 л/90л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1116414494-8d1a11ad/?from=searchline,460000,2013,118000,1.6 л/106л.с./Бензин,робот,универсал 5 дв.,Салават (150км отУфы)
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116412093-e2178209/?from=searchline,320000,2012,89000,1.6 л/81л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116408055-5342135c/?from=searchline,50000,2003,114000,1.5 л/68л.с./Бензин,механика,седан,Краснохолмский (150км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116407871-4b2ef976/?from=searchline,420000,2015,83000,1.6 л/98л.с./Бензин,автомат,лифтбек,Кармаскалы
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116407213-886de9a7/?from=searchline,90000,2008,208000,1.5 л/78л.с./Бензин,механика,седан,Октябрьский (160км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116403085-40b0a34e/?from=searchline,150000,2006,155000,1.5 л/76л.с./Бензин,механика,седан,Бирск
LADA (ВАЗ) 2106,https://auto.ru/cars/used/sale/vaz/2106/1116401313-ca4f8cea/?from=searchline,80000,1986,68000,1.5 л/72л.с./Бензин,механика,седан,Старобалтачево (140км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116401312-0441107e/?from=searchline,700000,2015,37000,1.6 л/98л.с./Бензин,автомат,лифтбек,Туймазы (140км отУфы)
LADA (ВАЗ) 2109 21093i,https://auto.ru/cars/used/sale/vaz/2109/1116401291-7407a6b3/?from=searchline,90000,1998,80000,1.5 л/78л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116399994-1216c65c/?from=searchline,610000,2019,38000,1.6 л/87л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116398090-bb2350cd/?from=searchline,80000,2001,233000,1.5 л/94л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116392125-fc19c3ff/?from=searchline,210000,2005,170000,1.6 л/84л.с./Бензин,механика,седан,Дорогино
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116389256-e36fb7b8/?from=searchline,280000,2011,152000,1.5 л/77л.с./Бензин,механика,хэтчбек 5 дв.,Пенза
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116388665-2b7894ff/?from=searchline,50000,2004,147000,1.6 л/73л.с./Бензин,механика,седан,Иглино
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116387142-15864e19/?from=searchline,500000,2017,142000,1.6 л/106л.с./Бензин,робот,лифтбек,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116383089-e6c73989/?from=searchline,420000,2015,117000,1.6 л/87л.с./Бензин,механика,лифтбек,Уфа
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116378716-ef190b15/?from=searchline,160000,2006,173000,1.5 л/77л.с./Бензин,механика,хэтчбек 5 дв.,Белорецк (180км отУфы)
LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1116375744-a74b4ac7/?from=searchline,570000,2015,145000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Нефтекамск (180км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116370263-94583234/?from=searchline,580000,1998,44000,1.6 л/73л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116365575-f702ebd8/?from=searchline,280000,2012,159000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116362158-6811111a/?from=searchline,100000,2006,90000,1.5 л/68л.с./Бензин,механика,седан,Нефтекамск (180км отУфы)
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116355597-59717f8a/?from=searchline,300000,2011,152000,1.6 л/98л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1116355126-c1e91a7b/?from=searchline,500000,2014,148000,1.6 л/98л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) 2106,https://auto.ru/cars/used/sale/vaz/2106/1116354124-fb47bf7c/?from=searchline,50000,1997,209000,1.5 л/72л.с./Бензин,механика,седан,Приютово (160км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116339789-e888560d/?from=searchline,160000,2010,159000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116338285-9b9d89d9/?from=searchline,230000,2012,172000,1.6 л/87л.с./Бензин,механика,хэтчбек 5 дв.,Белебей (130км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116330628-5151481c/?from=searchline,370000,2013,140000,1.9 л/75л.с./Дизель,механика,внедорожник 3 дв.,Янаул (180км отУфы)
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116326184-3b46f79d/?from=searchline,80000,2001,53000,1.6 л/90л.с./Бензин,механика,седан,Октябрьский (160км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116325405-10351b2e/?from=searchline,120000,2006,182000,1.5 л/77л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116324967-a6ba32f0/?from=searchline,80000,2007,70000,1.7 л/80л.с./Бензин,механика,седан,Октябрьский (160км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116320761-2e62d628/?from=searchline,480000,2017,154000,1.6 л/98л.с./Бензин,автомат,лифтбек,Сатка (190км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116315001-0f12afbc/?from=searchline,500000,2018,117000,1.6 л/106л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116312837-1a0f1070/?from=searchline,400000,2015,184000,1.6 л/106л.с./Бензин,механика,лифтбек,Чернушка (190км отУфы)
LADA (ВАЗ) Vesta SW I,https://auto.ru/cars/used/sale/vaz/vesta/1116310343-8d79e766/?from=searchline,1140000,2019,109000,1.6 л/106л.с./Бензин,механика,универсал 5 дв.,Туймазы (140км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116307370-5006b315/?from=searchline,540000,2015,40000,1.6 л/87л.с./Бензин,механика,лифтбек,Туймазы (140км отУфы)
LADA (ВАЗ) XRAY I,https://auto.ru/cars/used/sale/vaz/xray/1116304376-087caf36/?from=searchline,780000,2018,84000,1.8 л/122л.с./Бензин,робот,хэтчбек 5 дв.,Октябрьский (160км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116302288-9ced695d/?from=searchline,230000,2006,72000,1.5 л/76л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2111 Богдан,https://auto.ru/cars/used/sale/vaz/2111/1116298845-1e0f6798/?from=searchline,170000,2007,184000,1.6 л/89л.с./Бензин,механика,универсал 5 дв.,Чекмагуш
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116292649-8cd07681/?from=searchline,230000,2008,196000,1.6 л/90л.с./Бензин,механика,хэтчбек 3 дв.,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116285420-8b66f74e/?from=searchline,460000,2017,100000,1.6 л/87л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116269918-7e76cbfe/?from=searchline,260000,2010,112000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2121 (4x4) Urban I Рестайлинг (2020),https://auto.ru/cars/used/sale/vaz/2121/1116268507-dcef9eba/?from=searchline,1050000,2021,22000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2110 Премьер,https://auto.ru/cars/used/sale/vaz/2110/1116267378-aad5c01f/?from=searchline,100000,2005,120000,1.8 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2131 (4x4) I,https://auto.ru/cars/used/sale/vaz/2131_4x4/1116262529-85aeda1f/?from=searchline,350000,2011,111000,1.8 л/82л.с./Бензин,механика,внедорожник 5 дв.,Уфа
LADA (ВАЗ) 2109,https://auto.ru/cars/used/sale/vaz/2109/1116262510-d6d8850f/?from=searchline,170000,1993,80000,1.3 л/68л.с./Бензин,механика,хэтчбек 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116251559-c92b8f08/?from=searchline,640000,2019,29000,1.6 л/87л.с./Бензин,механика,седан,Кармаскалы
LADA (ВАЗ) 2111,https://auto.ru/cars/used/sale/vaz/2111/1116249754-88f596a6/?from=searchline,190000,2007,101000,1.6 л/81л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) 2131 (4x4) Euro 5 I,https://auto.ru/cars/used/sale/vaz/2131_4x4/1116241261-32c7c4f9/?from=searchline,280000,2012,128000,1.7 л/83л.с./Бензин,механика,внедорожник 5 дв.,Нефтекамск (180км отУфы)
LADA (ВАЗ) 2105,https://auto.ru/cars/used/sale/vaz/2105/1116229291-7f0e8c83/?from=searchline,90000,2010,108000,1.6 л/80л.с./Бензин,механика,седан,Салават (150км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116216406-b9f9e71a/?from=searchline,250000,2008,74000,1.6 л/73л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116215352-35045df8/?from=searchline,140000,2007,171000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116211005-4c9e5df4/?from=searchline,300000,2007,158000,1.9 л/75л.с./Дизель,механика,внедорожник 3 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116198919-3d78f007/?from=searchline,210000,2008,220000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116187868-ba25ca10/?from=searchline,380000,2012,147000,1.6 л/87л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116182833-ded29740/?from=searchline,100000,2004,178000,1.5 л/70л.с./Бензин,механика,седан,Муслюмово (180км отУфы)
LADA (ВАЗ) 2105,https://auto.ru/cars/used/sale/vaz/2105/1116168545-21faaaff/?from=searchline,90000,2009,112000,1.6 л/73л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 21099,https://auto.ru/cars/used/sale/vaz/21099/1116143615-8f982c93/?from=searchline,110000,1997,236000,1.3 л/135л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116132321-4b75a093/?from=searchline,120000,2007,145000,1.5 л/70л.с./Бензин,механика,седан,Верхние Татышлы (170км отУфы)
LADA (ВАЗ) 2113,https://auto.ru/cars/used/sale/vaz/2113/1116129951-95f57464/?from=searchline,190000,2012,157000,1.6 л/98л.с./Бензин,механика,хэтчбек 3 дв.,Азнакаево (180км отУфы)
LADA (ВАЗ) 2105,https://auto.ru/cars/used/sale/vaz/2105/1116121735-bd76bab2/?from=searchline,80000,1985,92000,1.3 л/140л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2131 (4x4) I,https://auto.ru/cars/used/sale/vaz/2131_4x4/1116111092-5517a2ae/?from=searchline,340000,2007,161000,1.7 л/83л.с./Бензин,механика,внедорожник 5 дв.,Аша
LADA (ВАЗ) 2113,https://auto.ru/cars/used/sale/vaz/2113/1116109981-20c8fd5e/?from=searchline,270000,2013,154000,1.6 л/89л.с./Бензин,механика,хэтчбек 3 дв.,Салават (150км отУфы)
LADA (ВАЗ) 2103,https://auto.ru/cars/used/sale/vaz/2103/1116103920-ef2c47b9/?from=searchline,70000,1973,103000,1.3 л/69л.с./Бензин,механика,седан,Белорецк (180км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116101984-e0ad01dc/?from=searchline,530000,2011,128000,1.7 л/80л.с./Бензин,механика,внедорожник 3 дв.,Бакал (180км отУфы)
LADA (ВАЗ) Largus I,https://auto.ru/cars/used/sale/vaz/largus/1116090068-5976c305/?from=searchline,550000,2015,306000,1.6 л/84л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) XRAY I,https://auto.ru/cars/used/sale/vaz/xray/1116085308-63430f2d/?from=searchline,750000,2018,83000,1.6 л/106л.с./Бензин,механика,хэтчбек 5 дв.,Дюртюли (100км отУфы)
LADA (ВАЗ) Largus I,https://auto.ru/cars/used/sale/vaz/largus/1116084265-3ac7a59f/?from=searchline,420000,2013,124000,1.6 л/102л.с./Бензин,механика,фургон,Аскино (150км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116064301-312b5aa0/?from=searchline,250000,2012,133000,1.6 л/98л.с./Бензин,механика,седан,Нефтекамск (180км отУфы)
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116063909-bfd2cbf3/?from=searchline,200000,2010,137000,1.5 л/90л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2121 (4x4) I,https://auto.ru/cars/used/sale/vaz/2121/1116049684-9f42bcd0/?from=searchline,120000,1984,223000,1.6 л/80л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг (2020),https://auto.ru/cars/used/sale/vaz/2121/1116041397-9b2c0ad3/?from=searchline,870000,2020,22000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Белорецк (180км отУфы)
LADA (ВАЗ) 2109,https://auto.ru/cars/used/sale/vaz/2109/1116037767-0e5e6cdd/?from=searchline,80000,2001,260000,1.1 л/54л.с./Бензин,механика,хэтчбек 5 дв.,Белебей (130км отУфы)
LADA (ВАЗ) 21099,https://auto.ru/cars/used/sale/vaz/21099/1116031928-9cb4214c/?from=searchline,50000,2004,99000,1.3 л/64л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2121 (4x4) I,https://auto.ru/cars/used/sale/vaz/2121/1116030294-7e6fbf48/?from=searchline,60000,1991,25000,1.6 л/80л.с./Бензин,механика,внедорожник 3 дв.,Камышлытамак (140км отУфы)
LADA (ВАЗ) Priora Premier I,https://auto.ru/cars/used/sale/vaz/2170/1116025848-57fbc23d/?from=searchline,190000,2008,143000,1.6 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2106 5-speed,https://auto.ru/cars/used/sale/vaz/2106/1116025548-c07d3a99/?from=searchline,40000,1997,146000,1.6 л/74л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116022357-fc05507e/?from=searchline,330000,2012,143000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
